image_id,image_path,readable,width,height,aspect_ratio,filesize_bytes,mode,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,entropy,blur_proxy,mean_hue,mean_saturation,green_dominance,center_intensity,specular_highlight_ratio
115,data/raw/sustech_sysu/rawImages/115.jpg,True,2592,1728,1.5,357266,RGB,44.693449,87.059284,112.837488,51.826469,81.77939,97.258152,77.31664,72.381527,7.326589,38.892318,0.557732,0.609234,1.105298,125.460436,0.004926
116,data/raw/sustech_sysu/rawImages/116.jpg,True,2592,1728,1.5,299513,RGB,23.302792,72.573394,112.503541,33.766829,72.994071,107.341152,62.38103,62.605785,6.579298,34.113454,0.581222,0.747663,1.068778,133.328832,0.002975
117,data/raw/sustech_sysu/rawImages/117.jpg,True,2592,1728,1.5,334784,RGB,20.494199,79.492957,130.464679,23.099017,49.797759,67.446435,67.65566,40.103844,7.081945,40.486588,0.560703,0.824185,1.053174,95.073558,0.002852
118,data/raw/sustech_sysu/rawImages/118.jpg,True,2592,1728,1.5,227973,RGB,31.547144,67.674194,85.693869,32.558031,66.717819,84.887526,58.901823,56.817994,6.644482,16.341509,0.514268,0.585084,1.154446,123.36946,0.001057
119,data/raw/sustech_sysu/rawImages/119.jpg,True,2592,1728,1.5,288269,RGB,20.581459,70.89687,102.351775,31.875472,72.326735,95.890167,59.428394,60.458206,6.902977,27.519966,0.527198,0.702829,1.153421,125.481126,0.00211
120,data/raw/sustech_sysu/rawImages/120.jpg,True,2592,1728,1.5,274495,RGB,16.313357,21.248514,118.057909,21.238769,22.128987,73.245916,30.788322,23.693188,6.11085,30.974071,0.646918,0.874971,0.316266,37.574475,0.000242
121,data/raw/sustech_sysu/rawImages/121.jpg,True,2592,1728,1.5,289528,RGB,15.584545,59.992572,85.320924,29.412291,62.865734,87.283495,49.589402,53.005474,6.565341,29.618199,0.553399,0.755956,1.189085,96.274813,0.001625
122,data/raw/sustech_sysu/rawImages/122.jpg,True,2592,1728,1.5,308677,RGB,29.711288,89.481831,127.29587,37.049634,76.772052,99.05467,75.921773,64.775497,7.19609,29.617309,0.570666,0.744163,1.139844,105.888404,0.00082
123,data/raw/sustech_sysu/rawImages/123.jpg,True,2592,1728,1.5,300195,RGB,19.934786,62.207708,97.658146,30.689562,67.967763,98.867753,53.590608,58.506953,6.494765,31.998264,0.565764,0.72288,1.058018,95.09673,0.000478
124,data/raw/sustech_sysu/rawImages/124.jpg,True,2592,1728,1.5,300376,RGB,37.95962,78.819448,99.138861,38.828623,75.165278,94.391249,68.895509,64.89869,6.81106,30.723463,0.511596,0.55398,1.149822,123.000622,0.001119
125,data/raw/sustech_sysu/rawImages/125.jpg,True,2592,1728,1.5,251352,RGB,35.115986,70.270561,86.08163,41.886983,76.348043,92.701486,61.540731,66.28963,6.631774,29.646881,0.436397,0.46152,1.159603,113.188356,0.001559
126,data/raw/sustech_sysu/rawImages/126.jpg,True,2592,1728,1.5,303624,RGB,17.461921,69.300848,104.177377,27.298293,68.038587,91.763726,57.764128,55.157385,6.944995,29.749205,0.554926,0.77726,1.139448,100.385397,0.002047
127,data/raw/sustech_sysu/rawImages/127.jpg,True,2592,1728,1.5,302635,RGB,22.051094,62.95153,88.43811,25.998478,61.862543,84.367839,53.608694,51.86949,6.680059,33.388115,0.530947,0.670032,1.139506,105.342838,0.001542
128,data/raw/sustech_sysu/rawImages/128.jpg,True,2592,1728,1.5,300730,RGB,14.534491,75.102955,152.975036,21.519398,53.952336,68.69572,65.86138,40.077014,7.15955,31.746927,0.597084,0.899571,0.896701,103.389352,0.002278
129,data/raw/sustech_sysu/rawImages/129.jpg,True,2592,1728,1.5,283676,RGB,17.673204,65.728266,109.197806,28.80714,68.24028,102.535218,56.300991,58.007445,6.627799,28.791223,0.574419,0.744361,1.036143,101.280544,0.001172
130,data/raw/sustech_sysu/rawImages/130.jpg,True,2592,1728,1.5,345512,RGB,12.569861,57.139703,144.407489,17.454372,42.616451,63.531929,53.750952,32.870527,6.879563,41.911355,0.612836,0.915818,0.727999,87.928443,0.001629
131,data/raw/sustech_sysu/rawImages/131.jpg,True,2592,1728,1.5,304338,RGB,24.830369,46.766553,125.01991,34.328768,50.666343,91.645378,49.10959,46.26797,6.85977,29.824245,0.639119,0.840366,0.624177,81.32747,0.001746
132,data/raw/sustech_sysu/rawImages/132.jpg,True,2592,1728,1.5,291572,RGB,16.625381,46.138787,119.667811,24.882129,41.049522,81.213129,45.686215,34.640899,6.740575,31.792329,0.617703,0.874752,0.677052,63.284004,0.001585
133,data/raw/sustech_sysu/rawImages/133.jpg,True,2592,1728,1.5,293197,RGB,23.461052,87.425808,169.171544,33.327703,58.254954,80.017607,77.616825,45.625377,7.243776,32.122685,0.5999,0.872465,0.907695,115.124312,0.002775
134,data/raw/sustech_sysu/rawImages/134.jpg,True,2592,1728,1.5,306098,RGB,37.971524,75.287006,144.282519,51.113127,76.06652,97.356713,71.982341,66.520805,7.184921,28.291013,0.625784,0.801267,0.826177,135.244117,0.001925
135,data/raw/sustech_sysu/rawImages/135.jpg,True,2592,1728,1.5,332032,RGB,19.718856,43.509392,151.703778,22.843635,42.24542,74.34352,48.726687,33.265062,6.867766,36.923856,0.636575,0.896201,0.507627,77.892789,0.000674
136,data/raw/sustech_sysu/rawImages/136.jpg,True,2592,1728,1.5,310796,RGB,39.978356,77.043452,92.333349,42.693204,76.498153,87.982987,67.6693,66.026206,6.929058,33.549249,0.556264,0.566646,1.164575,130.158158,0.005384
137,data/raw/sustech_sysu/rawImages/137.jpg,True,2592,1728,1.5,380055,RGB,19.443682,66.967793,160.187319,25.12706,56.656818,69.084117,63.379399,40.533792,7.215162,61.993449,0.61302,0.904666,0.745615,79.307783,0.000476
138,data/raw/sustech_sysu/rawImages/138.jpg,True,2592,1728,1.5,295890,RGB,6.892435,61.460369,98.489378,11.010715,53.987456,57.554734,49.356668,35.729776,6.837582,30.78161,0.575009,0.916899,1.166432,68.141212,0.000181
139,data/raw/sustech_sysu/rawImages/139.jpg,True,2592,1728,1.5,305334,RGB,20.879508,89.102199,171.807282,22.46761,60.16185,76.131797,78.126739,45.382292,7.28881,34.72616,0.596924,0.873628,0.92484,112.692582,0.001639
140,data/raw/sustech_sysu/rawImages/140.jpg,True,2592,1728,1.5,278983,RGB,32.643999,74.633661,141.696195,45.619432,70.916605,97.563845,69.703281,62.538366,7.175964,20.104218,0.618323,0.808149,0.856184,113.464701,0.002666
141,data/raw/sustech_sysu/rawImages/141.jpg,True,2592,1728,1.5,359667,RGB,48.323131,107.077187,149.983836,41.65892,65.870253,70.377503,94.392633,54.724829,7.595391,44.753434,0.544249,0.705796,1.079914,106.112382,0.004952
142,data/raw/sustech_sysu/rawImages/142.jpg,True,2592,1728,1.5,333188,RGB,31.082718,109.156642,163.819157,28.79897,54.215146,67.209158,92.04783,44.835488,7.357365,46.842742,0.564893,0.815313,1.120119,109.712978,0.003587
143,data/raw/sustech_sysu/rawImages/143.jpg,True,2592,1728,1.5,289504,RGB,16.588679,48.744398,82.031301,26.007901,59.580985,89.855827,42.907416,50.720901,6.37279,36.598354,0.462763,0.589647,0.98853,74.739807,0.001133
144,data/raw/sustech_sysu/rawImages/144.jpg,True,2592,1728,1.5,200837,RGB,14.117568,45.650046,74.095971,17.521703,38.194421,60.047979,39.452362,32.912317,6.422234,11.537224,0.484056,0.689859,1.03499,55.327008,0.00197
145,data/raw/sustech_sysu/rawImages/145.jpg,True,2592,1728,1.5,320308,RGB,41.402066,82.502036,115.090324,51.238016,79.424485,94.812316,73.920068,70.416463,7.275715,31.455517,0.577257,0.644861,1.05439,118.615929,0.001737
146,data/raw/sustech_sysu/rawImages/146.jpg,True,2592,1728,1.5,290274,RGB,25.109252,26.533733,122.321562,32.724482,31.806667,94.316338,37.004622,35.495245,6.455138,27.932935,0.659797,0.847541,0.359948,51.23057,0.000709
147,data/raw/sustech_sysu/rawImages/147.jpg,True,2592,1728,1.5,367506,RGB,19.402794,50.017035,151.296041,22.849261,43.622238,73.493437,52.402029,34.675697,6.90857,55.381564,0.628262,0.898348,0.586027,63.220257,0.000434
148,data/raw/sustech_sysu/rawImages/148.jpg,True,2592,1728,1.5,276097,RGB,21.847112,87.027755,139.489116,21.165813,52.063329,80.236846,73.514687,43.795082,6.868708,36.730166,0.538084,0.778887,1.078837,103.991249,0.002375
149,data/raw/sustech_sysu/rawImages/149.jpg,True,2592,1728,1.5,336845,RGB,19.495211,103.020666,171.935476,31.774192,65.403183,70.571906,85.901429,47.68347,7.45322,42.81435,0.581762,0.899006,1.076323,120.729517,0.005044
150,data/raw/sustech_sysu/rawImages/150.jpg,True,2592,1728,1.5,330489,RGB,23.922773,63.310997,91.695669,32.860941,69.501498,88.567855,54.748727,58.561722,6.759365,39.835364,0.560356,0.666025,1.095171,109.229554,0.001765
151,data/raw/sustech_sysu/rawImages/151.jpg,True,2592,1728,1.5,295009,RGB,31.778148,75.088023,96.38538,37.695143,74.815206,92.211132,64.548846,63.968704,6.946342,27.250847,0.516677,0.605327,1.171753,121.331954,0.001449
152,data/raw/sustech_sysu/rawImages/152.jpg,True,2592,1728,1.5,269406,RGB,18.075502,58.31119,83.597446,25.813608,67.875423,90.871993,49.162282,55.813893,6.458186,25.580717,0.441384,0.575584,1.147035,100.291963,0.000912
153,data/raw/sustech_sysu/rawImages/153.jpg,True,2592,1728,1.5,271185,RGB,33.836479,72.580364,94.064306,48.417144,79.633771,94.103784,63.426299,69.661944,6.767625,26.04343,0.553369,0.619284,1.134948,125.799918,0.003221
154,data/raw/sustech_sysu/rawImages/154.jpg,True,2592,1728,1.5,234523,RGB,26.505523,55.213439,115.652947,41.125278,61.080051,105.50164,53.486735,57.640953,6.571355,14.429628,0.620014,0.78897,0.776787,115.245387,0.000727
155,data/raw/sustech_sysu/rawImages/155.jpg,True,2592,1728,1.5,298447,RGB,13.807653,58.95226,113.141055,16.458127,34.939937,69.138488,51.620519,30.74785,6.806083,39.580284,0.573995,0.872839,0.928757,53.689322,0.001357
156,data/raw/sustech_sysu/rawImages/156.jpg,True,2592,1728,1.5,312678,RGB,16.178839,72.498666,117.527969,27.549974,49.46664,76.869407,60.78503,42.673325,7.116548,42.91556,0.567152,0.858784,1.084442,70.844221,0.004339
157,data/raw/sustech_sysu/rawImages/157.jpg,True,2592,1728,1.5,266234,RGB,6.253547,53.788334,102.480497,16.656361,36.312896,62.484754,45.112928,30.745659,6.591845,34.88836,0.560618,0.89226,0.989356,56.639591,0.003031
158,data/raw/sustech_sysu/rawImages/158.jpg,True,2592,1728,1.5,292158,RGB,20.760368,67.461829,96.21587,37.774338,69.093543,92.025115,56.773115,57.819545,7.07207,25.610439,0.522954,0.702611,1.153428,83.698571,0.004664
159,data/raw/sustech_sysu/rawImages/159.jpg,True,2592,1728,1.5,282410,RGB,48.330946,73.235644,80.53095,69.000892,85.080416,90.140527,66.610201,77.962008,6.842546,34.249847,0.45413,0.432034,1.136653,136.502111,0.046142
160,data/raw/sustech_sysu/rawImages/160.jpg,True,2592,1728,1.5,298559,RGB,11.814607,64.514289,113.059946,17.882706,38.328224,68.791925,54.279307,32.890022,6.780999,36.629376,0.558752,0.876675,1.033266,72.711648,0.002178
161,data/raw/sustech_sysu/rawImages/161.jpg,True,2592,1728,1.5,396868,RGB,38.560169,80.450922,110.122914,32.485444,57.343082,65.3885,71.296054,44.342961,7.332394,54.081041,0.533,0.739715,1.08218,95.263894,0.000415
162,data/raw/sustech_sysu/rawImages/162.jpg,True,2592,1728,1.5,307164,RGB,6.601958,60.139404,122.641105,13.121049,45.512724,76.126328,51.254126,36.62746,6.85146,33.89401,0.595248,0.928476,0.93064,69.229087,0.001326
163,data/raw/sustech_sysu/rawImages/163.jpg,True,2592,1728,1.5,224645,RGB,21.020033,67.819112,94.180052,26.87681,69.872634,94.074038,56.81902,58.452588,6.465111,14.995705,0.472719,0.628688,1.177414,122.451856,0.001235
164,data/raw/sustech_sysu/rawImages/164.jpg,True,2592,1728,1.5,300923,RGB,30.947903,105.956626,148.826467,28.908744,60.39753,81.146687,88.423766,51.230112,7.47525,34.678285,0.555529,0.798306,1.178773,111.707883,0.004686
165,data/raw/sustech_sysu/rawImages/165.jpg,True,2592,1728,1.5,325177,RGB,9.652045,74.077511,139.933471,14.396599,53.580654,80.551945,62.323931,41.888905,7.157726,43.301898,0.588389,0.92348,0.990437,77.953992,0.000537
166,data/raw/sustech_sysu/rawImages/166.jpg,True,2592,1728,1.5,280860,RGB,14.951114,64.806205,99.806882,21.275055,49.486465,76.274055,53.871715,41.485633,6.918879,41.410038,0.519849,0.791012,1.129441,77.153376,0.001647
167,data/raw/sustech_sysu/rawImages/167.jpg,True,2592,1728,1.5,322897,RGB,27.680017,76.030588,114.205036,21.971475,41.849637,65.19725,65.912739,35.435312,6.93306,54.769577,0.54408,0.728033,1.071721,70.845721,0.002844
168,data/raw/sustech_sysu/rawImages/168.jpg,True,2592,1728,1.5,338674,RGB,15.264758,63.334356,104.584839,23.085742,45.725455,68.42763,53.652498,36.690594,6.901087,41.817498,0.556268,0.858814,1.056897,47.79839,0.003794
169,data/raw/sustech_sysu/rawImages/169.jpg,True,2592,1728,1.5,344826,RGB,25.477161,79.251096,116.658079,24.182232,45.006336,69.133632,67.418783,37.389335,6.915083,51.915718,0.536394,0.773902,1.115151,80.64493,0.00278
170,data/raw/sustech_sysu/rawImages/170.jpg,True,2592,1728,1.5,320854,RGB,22.855482,89.109298,119.677988,28.234129,56.511972,75.569306,72.789262,47.007716,7.356756,40.776924,0.545609,0.815412,1.250363,91.019828,0.003604
171,data/raw/sustech_sysu/rawImages/171.jpg,True,2592,1728,1.5,318981,RGB,13.391889,77.154277,133.68122,18.569264,42.952836,73.505643,64.527317,36.171458,6.672655,39.461299,0.558642,0.858736,1.049196,82.94548,0.002323
172,data/raw/sustech_sysu/rawImages/172.jpg,True,2592,1728,1.5,319239,RGB,20.830087,87.763667,123.53291,28.441408,59.433765,83.487201,71.826941,48.338741,7.298125,40.861407,0.552886,0.836346,1.215875,76.210929,0.004686
173,data/raw/sustech_sysu/rawImages/173.jpg,True,2592,1728,1.5,325280,RGB,34.879233,87.048658,110.245217,26.069191,52.33595,69.050012,74.082828,43.146402,7.219807,43.368537,0.5396,0.698716,1.199642,103.990992,0.003546
174,data/raw/sustech_sysu/rawImages/174.jpg,True,2592,1728,1.5,334673,RGB,40.771179,106.02808,113.720362,27.261347,57.103096,59.876669,87.382955,43.602232,7.29237,47.120609,0.494131,0.686698,1.372607,121.159938,0.002568
175,data/raw/sustech_sysu/rawImages/175.jpg,True,2592,1728,1.5,268840,RGB,13.010546,63.228387,144.387984,23.41218,40.310504,69.466697,57.454234,36.114754,6.853313,27.359762,0.595807,0.911173,0.803418,84.926811,0.002536
176,data/raw/sustech_sysu/rawImages/176.jpg,True,2592,1728,1.5,275558,RGB,11.462184,60.86552,105.015453,17.975537,49.830643,74.988244,51.110485,40.859658,6.832294,32.68966,0.515731,0.788717,1.045102,88.148772,0.002029
177,data/raw/sustech_sysu/rawImages/177.jpg,True,2592,1728,1.5,328652,RGB,15.066214,80.810711,130.1448,26.962688,47.578781,67.695779,66.772782,39.656828,7.085613,41.001892,0.563529,0.878141,1.113011,73.587547,0.006038
178,data/raw/sustech_sysu/rawImages/178.jpg,True,2592,1728,1.5,285649,RGB,16.082195,91.93738,159.850592,24.699579,56.688194,80.750517,77.002743,45.348834,7.264933,34.206365,0.572403,0.892082,1.045142,93.45723,0.003219
179,data/raw/sustech_sysu/rawImages/179.jpg,True,2592,1728,1.5,314339,RGB,25.283968,70.07251,131.705799,26.452206,36.081213,70.148448,63.693008,33.525086,6.794866,44.873104,0.58067,0.813458,0.892702,63.446863,0.006861
180,data/raw/sustech_sysu/rawImages/180.jpg,True,2592,1728,1.5,312181,RGB,28.413262,102.248596,186.029158,26.439957,50.133444,69.709744,89.73531,42.806657,7.33793,45.300499,0.588167,0.859749,0.953623,104.677753,0.002685
181,data/raw/sustech_sysu/rawImages/181.jpg,True,2592,1728,1.5,295765,RGB,16.075693,70.511527,100.623096,23.267238,46.761061,71.048081,57.661895,40.377434,7.065882,41.286643,0.547052,0.833847,1.208436,60.558764,0.002929
182,data/raw/sustech_sysu/rawImages/182.jpg,True,2592,1728,1.5,324112,RGB,14.880582,75.052881,111.294905,22.450833,41.250842,70.168511,61.18497,35.02448,6.954402,43.971875,0.548752,0.879269,1.189659,67.661608,0.003043
183,data/raw/sustech_sysu/rawImages/183.jpg,True,2592,1728,1.5,328250,RGB,38.359925,97.795569,141.51894,39.634389,59.193728,68.169479,85.004084,51.391505,7.461746,54.841822,0.557288,0.761354,1.087349,83.731434,0.003283
184,data/raw/sustech_sysu/rawImages/184.jpg,True,2592,1728,1.5,304350,RGB,35.728428,77.981065,99.498743,44.191702,73.071963,90.10577,67.784613,63.727474,7.132479,68.830316,0.545067,0.602252,1.153334,114.756852,0.002061
185,data/raw/sustech_sysu/rawImages/185.jpg,True,2592,1728,1.5,253911,RGB,8.866417,44.569028,74.948054,20.265272,57.411243,86.93995,37.340365,47.088795,6.270833,26.280076,0.537017,0.761011,1.063516,61.479093,0.000798
186,data/raw/sustech_sysu/rawImages/186.jpg,True,2592,1728,1.5,280934,RGB,36.564202,85.760353,109.530512,44.291789,80.701763,91.579446,73.754627,68.330886,7.235194,24.013116,0.569009,0.699016,1.174038,126.998118,0.000907
187,data/raw/sustech_sysu/rawImages/187.jpg,True,2592,1728,1.5,284251,RGB,21.134247,81.500371,116.170809,30.396906,74.342141,102.023016,67.400452,61.962057,7.02361,24.998138,0.540477,0.737646,1.187143,121.866909,0.001034
188,data/raw/sustech_sysu/rawImages/188.jpg,True,2592,1728,1.5,330997,RGB,30.423281,87.369104,128.331026,22.7462,47.210998,71.741936,74.995598,39.491737,6.864878,43.773029,0.538528,0.740287,1.100683,102.102484,0.002742
189,data/raw/sustech_sysu/rawImages/189.jpg,True,2592,1728,1.5,309165,RGB,31.409909,94.553785,135.884687,23.170048,49.544889,74.017822,80.380084,42.14332,7.053839,40.746421,0.550249,0.750562,1.130387,107.35078,0.0031
190,data/raw/sustech_sysu/rawImages/190.jpg,True,2592,1728,1.5,282762,RGB,14.769874,56.973004,95.900033,21.776159,61.323844,96.142945,48.770751,50.799743,6.414216,29.012687,0.558028,0.740341,1.029602,86.686848,0.001977
191,data/raw/sustech_sysu/rawImages/191.jpg,True,2592,1728,1.5,337546,RGB,37.493748,80.135309,111.005856,23.023032,43.912178,70.537177,70.889726,35.093287,6.90624,46.729323,0.517474,0.693493,1.079266,78.608144,0.001035
192,data/raw/sustech_sysu/rawImages/192.jpg,True,2592,1728,1.5,311060,RGB,39.285137,92.912919,116.445512,32.401394,55.774369,72.268302,79.545462,46.528161,7.255385,45.279272,0.500086,0.672765,1.193252,89.328304,0.004201
193,data/raw/sustech_sysu/rawImages/193.jpg,True,2592,1728,1.5,286955,RGB,28.508567,73.639278,98.648457,49.430648,73.406746,89.003826,62.990349,65.014706,7.172045,28.038953,0.568852,0.762081,1.158242,77.284503,0.006119
194,data/raw/sustech_sysu/rawImages/194.jpg,True,2592,1728,1.5,310026,RGB,19.695081,58.723947,74.790331,25.754225,50.856679,78.601043,48.864647,43.860211,6.760724,38.676122,0.488305,0.68074,1.243027,65.715643,0.002269
195,data/raw/sustech_sysu/rawImages/195.jpg,True,2592,1728,1.5,220874,RGB,17.220444,63.615109,92.689986,27.259048,69.418726,93.533328,53.047177,57.52711,6.469571,13.98302,0.464795,0.630437,1.157581,111.39429,0.000174
196,data/raw/sustech_sysu/rawImages/196.jpg,True,2592,1728,1.5,273872,RGB,17.932026,60.178458,87.936736,34.02808,68.82263,91.94083,50.694721,58.77987,6.698371,34.050547,0.550573,0.736182,1.13685,112.832422,0.001452
197,data/raw/sustech_sysu/rawImages/197.jpg,True,2592,1728,1.5,254600,RGB,11.640731,42.22776,86.594096,19.130926,52.218106,97.91897,38.119461,45.825319,6.19327,22.847937,0.575706,0.759791,0.859731,79.520919,0.000898
198,data/raw/sustech_sysu/rawImages/198.jpg,True,2592,1728,1.5,330727,RGB,17.619547,55.505715,89.592676,19.674176,35.945335,58.838224,48.047772,30.105677,6.668555,45.133752,0.553979,0.783582,1.035436,56.62919,0.003311
199,data/raw/sustech_sysu/rawImages/199.jpg,True,2592,1728,1.5,327497,RGB,26.941398,70.985466,99.829837,25.948933,47.084868,70.420816,61.088263,40.273056,7.065592,46.385207,0.524801,0.709812,1.119899,72.34961,0.00283
200,data/raw/sustech_sysu/rawImages/200.jpg,True,2592,1728,1.5,309999,RGB,25.870787,81.615448,139.124959,33.464879,61.067807,67.404923,71.500464,48.344765,7.25773,46.203356,0.572659,0.850978,0.989304,58.955963,0.003755
201,data/raw/sustech_sysu/rawImages/201.jpg,True,2592,1728,1.5,323011,RGB,27.281395,74.329357,97.994312,24.933769,46.413219,63.054204,62.945467,38.482835,7.044828,43.64539,0.532437,0.724446,1.186652,82.219389,0.003285
202,data/raw/sustech_sysu/rawImages/202.jpg,True,2592,1728,1.5,333400,RGB,13.120272,62.782153,99.220395,18.182897,39.966625,61.888522,52.077861,33.052294,6.764388,41.202342,0.548257,0.84009,1.11771,63.752202,0.00284
203,data/raw/sustech_sysu/rawImages/203.jpg,True,2592,1728,1.5,282075,RGB,32.080772,80.850888,96.414002,50.48905,81.62502,87.388194,68.029799,69.656006,7.135429,26.369388,0.564768,0.717358,1.258431,117.419222,0.005612
204,data/raw/sustech_sysu/rawImages/204.jpg,True,2592,1728,1.5,298070,RGB,27.81049,73.829929,91.250027,40.950417,74.60436,85.895306,62.04588,63.299988,7.034894,33.225437,0.534251,0.675022,1.240208,101.475284,0.001566
205,data/raw/sustech_sysu/rawImages/205.jpg,True,2592,1728,1.5,311462,RGB,20.311181,62.521139,92.893422,18.326456,39.132711,53.574407,53.350984,31.869923,6.809604,41.596065,0.556447,0.761728,1.104569,81.284395,0.002979
206,data/raw/sustech_sysu/rawImages/206.jpg,True,2592,1728,1.5,306188,RGB,20.681303,67.695952,102.606929,21.435828,44.297786,60.806528,57.606431,36.631453,6.939881,44.486864,0.549677,0.772332,1.098174,83.181644,0.003334
207,data/raw/sustech_sysu/rawImages/207.jpg,True,2592,1728,1.5,262372,RGB,7.732463,41.851759,76.309003,16.746113,30.666784,51.317293,35.563654,26.360516,6.345628,30.878196,0.571994,0.86904,0.995979,58.288287,0.003094
208,data/raw/sustech_sysu/rawImages/208.jpg,True,2592,1728,1.5,287262,RGB,16.356417,68.963207,92.521578,23.537591,46.124201,76.217534,55.909379,39.583544,7.046964,35.119041,0.528429,0.826028,1.266798,76.990834,0.003365
209,data/raw/sustech_sysu/rawImages/209.jpg,True,2592,1728,1.5,337666,RGB,16.142352,63.935148,104.904903,19.372607,38.970279,60.039949,54.299229,32.29985,6.686097,45.381668,0.546638,0.808509,1.056367,77.683612,0.002551
210,data/raw/sustech_sysu/rawImages/210.jpg,True,2592,1728,1.5,312403,RGB,27.976492,85.459152,118.607723,21.846186,42.43184,68.439958,72.033337,36.769511,6.882677,46.351034,0.523755,0.730499,1.166008,87.842868,0.00273
211,data/raw/sustech_sysu/rawImages/211.jpg,True,2592,1728,1.5,297539,RGB,37.639323,74.33142,77.809041,45.916125,77.107353,86.580914,63.736874,66.754373,6.932444,28.718841,0.515485,0.558424,1.2877,124.097451,0.002581
212,data/raw/sustech_sysu/rawImages/212.jpg,True,2592,1728,1.5,324800,RGB,36.522567,91.145263,112.615955,32.620384,54.407937,75.010965,77.249238,47.682707,7.311497,45.726957,0.539371,0.68727,1.22229,95.616639,0.005707
213,data/raw/sustech_sysu/rawImages/213.jpg,True,2592,1728,1.5,332843,RGB,38.076031,97.666912,120.957364,30.290694,50.960055,72.370021,82.495396,44.675152,7.293694,47.721359,0.534004,0.702937,1.228257,100.569725,0.005761
214,data/raw/sustech_sysu/rawImages/214.jpg,True,2592,1728,1.5,339804,RGB,20.821208,99.999834,150.134872,21.096768,52.414196,77.244839,82.049087,42.617177,7.19324,39.992371,0.553213,0.846383,1.169889,110.254658,0.002013
215,data/raw/sustech_sysu/rawImages/215.jpg,True,2592,1728,1.5,374012,RGB,37.824632,101.94454,143.480472,36.06257,55.33727,71.008834,87.505685,46.656882,7.314749,49.085553,0.553166,0.77301,1.124563,100.384699,0.010886
216,data/raw/sustech_sysu/rawImages/216.jpg,True,2592,1728,1.5,268869,RGB,11.662444,60.166221,97.268729,21.389192,60.592265,92.203446,49.881297,50.129271,6.639927,39.276876,0.544662,0.766458,1.104665,87.091515,0.001455
217,data/raw/sustech_sysu/rawImages/217.jpg,True,2592,1728,1.5,317687,RGB,20.917454,98.271492,149.36701,29.375191,55.63639,75.563908,80.972577,45.749947,7.347203,36.418329,0.559646,0.861533,1.154204,110.781373,0.007682
218,data/raw/sustech_sysu/rawImages/218.jpg,True,2592,1728,1.5,282403,RGB,20.660396,68.132828,95.295997,31.856827,74.221928,100.199469,57.021291,62.373286,6.457504,27.515793,0.546013,0.703319,1.175146,122.657506,0.001104
219,data/raw/sustech_sysu/rawImages/219.jpg,True,2592,1728,1.5,356759,RGB,13.276236,61.857638,107.632123,19.0557,52.244666,70.916382,52.540274,40.562652,7.024433,54.689718,0.569326,0.871197,1.023215,76.116359,0.000684
220,data/raw/sustech_sysu/rawImages/220.jpg,True,2592,1728,1.5,316732,RGB,14.285123,96.888495,157.507616,26.324542,51.726095,68.524587,79.107184,41.603537,7.265016,44.923178,0.567414,0.916413,1.12797,84.686026,0.006038
221,data/raw/sustech_sysu/rawImages/221.jpg,True,2592,1728,1.5,264950,RGB,18.482936,59.30405,89.079447,19.629374,36.001584,57.19244,50.474023,30.83867,6.405378,25.456132,0.531087,0.759671,1.102691,64.933112,0.002338
222,data/raw/sustech_sysu/rawImages/222.jpg,True,2592,1728,1.5,310626,RGB,15.408413,70.993507,107.564806,22.191123,51.15105,82.003711,58.533554,42.286486,6.825755,42.971069,0.533017,0.802294,1.154617,89.128538,0.003768
223,data/raw/sustech_sysu/rawImages/223.jpg,True,2592,1728,1.5,384250,RGB,24.493799,80.084502,125.882385,25.319854,54.66679,71.092012,68.68169,42.690852,7.282027,56.670415,0.561439,0.838276,1.065122,90.108826,0.002135
224,data/raw/sustech_sysu/rawImages/224.jpg,True,2592,1728,1.5,289146,RGB,6.731061,42.29806,92.697348,15.870446,30.855774,58.731536,37.392717,27.010096,6.30239,31.805139,0.56271,0.860549,0.850824,47.995765,0.001823
225,data/raw/sustech_sysu/rawImages/225.jpg,True,2592,1728,1.5,252155,RGB,9.679854,57.013458,104.173191,21.289472,55.393361,87.850176,48.231373,46.21498,6.84041,24.567092,0.534151,0.813389,1.001527,106.681448,0.003623
226,data/raw/sustech_sysu/rawImages/226.jpg,True,2592,1728,1.5,314605,RGB,16.016442,77.677681,127.613396,20.841404,43.204974,62.724129,64.923682,35.653897,6.907425,44.861064,0.567305,0.856603,1.081637,85.34512,0.002666
227,data/raw/sustech_sysu/rawImages/227.jpg,True,2592,1728,1.5,337339,RGB,21.079069,102.959882,158.600413,23.37893,42.333019,56.208121,84.824796,34.809617,6.956177,50.852912,0.563265,0.871671,1.146039,89.07993,0.002386
228,data/raw/sustech_sysu/rawImages/228.jpg,True,2592,1728,1.5,322185,RGB,21.75077,86.51571,123.879641,31.379191,73.272018,93.573152,71.413147,60.095887,7.285998,34.2724,0.564959,0.783884,1.188154,116.137035,0.00177
229,data/raw/sustech_sysu/rawImages/229.jpg,True,2592,1728,1.5,278193,RGB,25.735219,82.997793,115.961498,39.329906,75.291129,94.686727,69.631535,64.217529,7.170053,27.306315,0.559654,0.740341,1.171485,102.79563,0.0011
