source_dataset,source_subset,image_path,filename,extension,modality,width,height,mode,readable,sha256_or_fast_hash,patient_or_case_id,image_id,split
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1792.png,1792.png,.png,unknown,1924,1556,RGB,True,9357e7333d91a7b40bccb40f6a3627ae1d96afadeb3bd115a7d918cd41d2fccb,unknown,ext_000381,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/206.png,206.png,.png,unknown,1284,964,RGB,True,3b0134ed81dcd4767bbe198b4aa07818ac2afee83b1ca0e05b72eb9497df8382,unknown,ext_000382,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1962.png,1962.png,.png,unknown,2576,1934,RGB,True,479ea4efae71ea9127793253055d72789c6495cc8a42e9be25e68bbbbefa0073,unknown,ext_000383,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/548.png,548.png,.png,unknown,2576,1934,RGB,True,a5a8107028b21a030bd543dbd888d94fb497e690dbbab605b8e6c25b2dd0cc11,unknown,ext_000384,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1976.png,1976.png,.png,unknown,2576,1934,RGB,True,23836a0670edf9c916b2d40b0c3846f16b4e5d20cf6b434cc776363cea224dd7,unknown,ext_000385,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1745.png,1745.png,.png,unknown,1924,1556,RGB,True,2c0c3034409e8f0ca8ba38cb7aedb4332921b528a589e5424d67ef652f73b5c3,unknown,ext_000386,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1023.png,1023.png,.png,unknown,2576,1934,RGB,True,98739144000e7de84b2529b9d4c344d9a516a7f98e7fb628a37842679c98352d,unknown,ext_000387,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1037.png,1037.png,.png,unknown,1924,1556,RGB,True,e9a474de61f08b6d78d0b37c1b9816092ce22d3f484c28cbcf6abb236b985e78,unknown,ext_000388,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1751.png,1751.png,.png,unknown,2576,1934,RGB,True,471dfb33d47055c2c234bf5568dc152516b8c618b696beb48ce5103793b4bc60,unknown,ext_000389,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1989.png,1989.png,.png,unknown,2576,1934,RGB,True,93bb44ce4bcd2c8831d42f8d2c9ca6eab6dcd3c576f529a9826271051f2679b8,unknown,ext_000390,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2258.png,2258.png,.png,unknown,2576,1934,RGB,True,33a47f24314f32d90e9a631ae61598538e432deaa2d15a1b50e6498749fafc35,unknown,ext_000391,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1779.png,1779.png,.png,unknown,1924,1556,RGB,True,083c743ae2351f36e04b1b2c2e87bb8f97cb674fcb39195f530da7544fa34dc2,unknown,ext_000392,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2270.png,2270.png,.png,unknown,1284,964,RGB,True,c10188dc70f76ae9d3794ca91d1bdad220684cd3144e3c0b55d875ee4543ff6c,unknown,ext_000393,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2516.png,2516.png,.png,unknown,1284,964,RGB,True,f3038c89c5501b965c04cb6803cd167694d60b418357a37e3e5028c0fa2822d7,unknown,ext_000394,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2502.png,2502.png,.png,unknown,2576,1934,RGB,True,bf34bb73a5f32aa4a1fa59eb38bf4a1e5eae3e95d18e330676996c48c20a4dbb,unknown,ext_000395,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2264.png,2264.png,.png,unknown,1284,964,RGB,True,312c6f78005aac3899b46b8d456908296870e16a97494775c59a96862e8ecb22,unknown,ext_000396,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2503.png,2503.png,.png,unknown,2576,1934,RGB,True,d95114b55ed4dbdfc2b79103eb11401d76c10e2a232d56083a31178a9c730417,unknown,ext_000397,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2265.png,2265.png,.png,unknown,1284,964,RGB,True,3f64f5984d2ff4bd88c492575b3e7f2486171875a6c7d010b5101aa9efad4327,unknown,ext_000398,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2271.png,2271.png,.png,unknown,2576,1934,RGB,True,2627bfa14ca26642fefee917546fd3ef27a8b64a2c65e3ec940c9ec0a37a2fa4,unknown,ext_000399,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1778.png,1778.png,.png,unknown,1924,1556,RGB,True,281d1a722198011bbff2fbc8819402c95119c46a153954ffa5afe4d41b2c8853,unknown,ext_000400,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2517.png,2517.png,.png,unknown,2576,1934,RGB,True,0101cd8bb63e93a8d95e9ef85559759928883babef9270e0561869509417b2a5,unknown,ext_000401,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1036.png,1036.png,.png,unknown,1924,1556,RGB,True,8658f3e48fb22659b750fc13435a9d3409441df7b482e3ff3026d88b51d15758,unknown,ext_000402,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2259.png,2259.png,.png,unknown,1924,1556,RGB,True,243f4f92249153523e7973c53fc4633b8aac42a6e97edba7724814a9440fcb3c,unknown,ext_000403,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1988.png,1988.png,.png,unknown,1924,1556,RGB,True,ef1944a3437d8952c705dae3166ad4402acc082762e93a5353821ec702661a52,unknown,ext_000404,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1750.png,1750.png,.png,unknown,1924,1556,RGB,True,b0f156fc47591e2c7509bc7d49adb561475e64ba3b094974d4953a496c256aa6,unknown,ext_000405,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1744.png,1744.png,.png,unknown,1284,964,RGB,True,c154e5df57d714cb7ba65b18d420008c3e7955c994719865297e854ed25c34c6,unknown,ext_000406,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1022.png,1022.png,.png,unknown,2576,1934,RGB,True,17c3fe9c149ef4f4bd7e80c624846de0ce54c321575f9902f49f55c5b6c55bd3,unknown,ext_000407,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1977.png,1977.png,.png,unknown,1924,1556,RGB,True,d25cc64bee1abe3fb22870f4299141ec2b10a9a1cae12933d8d23a791afc8fd7,unknown,ext_000408,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1963.png,1963.png,.png,unknown,1924,1556,RGB,True,fb1c7b11db5a6ae306c0aa4af8082ef9bacffd6b80bf1f833eb22cb0c3085b3e,unknown,ext_000409,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/549.png,549.png,.png,unknown,2576,1934,RGB,True,893ed8351bd4cc5a3b6031312056856a2224805c74aa035b86743877157677dc,unknown,ext_000410,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/561.png,561.png,.png,unknown,1284,964,RGB,True,cde5f7d3cff1151927b37a44d187cd50f47c4e89459095397fd1df33d44fff86,unknown,ext_000411,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/207.png,207.png,.png,unknown,1284,964,RGB,True,c58cc9f99ab7dc6d9ce0e87c7d8e3d9703b0a4eb50a4ee9a5948d6986ad38251,unknown,ext_000412,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1793.png,1793.png,.png,unknown,1924,1556,RGB,True,2198f3063e43fe7b7a9cb4c2e4af42aade61c647a5285e9dea873148610bb589,unknown,ext_000413,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1787.png,1787.png,.png,unknown,1924,1556,RGB,True,83fa1a710d4072167b5bcdb0fdf9ef1de8c2bafb91827f7df661449742e55a46,unknown,ext_000414,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/213.png,213.png,.png,unknown,2576,1934,RGB,True,caa6afd2bd2eeb56ec0ddaa403de938cc5f7412cbff668cb28f36d307e9f2382,unknown,ext_000415,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/575.png,575.png,.png,unknown,1284,964,RGB,True,273c44f1142245a2e6ac874292dffba89380a945ce045d35275fec84050d42e1,unknown,ext_000416,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2067.png,2067.png,.png,unknown,1284,964,RGB,True,6812e2c2cc58f2bbca1bb3c858542e03fd4bf400e9d103380f54ce9948e54417,unknown,ext_000417,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/944.png,944.png,.png,unknown,1924,1556,RGB,True,333f8267b63f3501325bf7653b79c6e28a0f71293c32b165dcd20df73776e630,unknown,ext_000418,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1208.png,1208.png,.png,unknown,2576,1934,RGB,True,6f6fbd6a032111c28c37bcdda2b4c054d825475d4747b7b0cb8f5ce014988a5a,unknown,ext_000419,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/950.png,950.png,.png,unknown,1924,1556,RGB,True,27a05cc7e3efd171647d5fc4597585c57f228ebb5e0690da21901e42e4fdc538,unknown,ext_000420,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/788.png,788.png,.png,unknown,2576,1934,RGB,True,26f8ee9bc113caee863e158171c7405bda0ab2420d6756b80b437f13cdac5fec,unknown,ext_000421,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2073.png,2073.png,.png,unknown,1924,1556,RGB,True,2be52084650c63b6aa64662824e8eba3a4158a5d1f0e82a240c9ab787ca30fce,unknown,ext_000422,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1552.png,1552.png,.png,unknown,2576,1934,RGB,True,5031c9e9f25eca63179ab3c725aea967d6fd7ab0e76badda090a1da328b6c801,unknown,ext_000423,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/978.png,978.png,.png,unknown,1284,964,RGB,True,c5022b69f28084124e207593f950f2182c29e7d8ecc5a5d9ee6bf84a8cc3d475,unknown,ext_000424,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1234.png,1234.png,.png,unknown,1284,964,RGB,True,e92531ed8a9920fc4556b81601089a29733699a8ae1a1f5356753dcaf60059ca,unknown,ext_000425,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1220.png,1220.png,.png,unknown,1924,1556,RGB,True,b345ba645bcf8561e725ab3beff7202c9b03ad8d699c34592f2f09afc3a0e4d8,unknown,ext_000426,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1546.png,1546.png,.png,unknown,2576,1934,RGB,True,8d9dafc4dfee6d99c58eff1edbf3e27f10d4be0ffe893d86a28fa8eaf1590d5a,unknown,ext_000427,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/987.png,987.png,.png,unknown,1284,964,RGB,True,a5e952908ddd51f962bd72a75300a83a20845ec57fe23245740a32b5d3a9f401,unknown,ext_000428,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/993.png,993.png,.png,unknown,1284,964,RGB,True,e2bde633ec85e4edb375c29f98c01a3991b6f820b115f2901a3a80e7869ac405,unknown,ext_000429,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2098.png,2098.png,.png,unknown,2576,1934,RGB,True,cfd6d498d156d5a29851a40ea08900e5662bb37289867143b0ab205f5e1a527c,unknown,ext_000430,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1591.png,1591.png,.png,unknown,2576,1934,RGB,True,2a94bb1eaadd412584361170d2033f3b9564df3163b20204014d06a0cb55913d,unknown,ext_000431,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/763.png,763.png,.png,unknown,2576,1934,RGB,True,e6be65462c54565da7cb37f689857df815dee561be75bd807e2db4d463108b48,unknown,ext_000432,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/777.png,777.png,.png,unknown,1924,1556,RGB,True,44e4ed65056130fb9d5e63a49df7610ec732dd614beb660864ff37e307455349,unknown,ext_000433,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1585.png,1585.png,.png,unknown,1284,964,RGB,True,6d273cc88e7bfa3ab6d01790656669c8508db39a12968be400709fb1b03d95c6,unknown,ext_000434,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2113.png,2113.png,.png,unknown,2576,1934,RGB,True,5714b235abcfbaf233ab24221c54aa249fe270b24f1242fb693a2c6cf5cb56ca,unknown,ext_000435,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/70.png,70.png,.png,unknown,2576,1934,RGB,True,d8d629be467d27a5ddaeeea727e51e3b12cf93ee745b4eee232e15f53d3f7973,unknown,ext_000436,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/830.png,830.png,.png,unknown,2576,1934,RGB,True,9f1ce3ab5035d16357da806f62ffa19e613492b8df432d65a6737efcb8a8ced1,unknown,ext_000437,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/64.png,64.png,.png,unknown,2576,1934,RGB,True,aec5c0b3dd1a6bb54ba9e78128f9f78e48dad57b96fccdb686292aa98264eb0b,unknown,ext_000438,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1368.png,1368.png,.png,unknown,1284,964,RGB,True,f235864b785808b4a1f44a7490739ce45c0dfde7b99382e0343191a3afc90b9b,unknown,ext_000439,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/824.png,824.png,.png,unknown,2576,1934,RGB,True,891cfb841ad5b28accee53e8b1dec36497f80e5164f49acb845e1a4b5289dd0f,unknown,ext_000440,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2107.png,2107.png,.png,unknown,2576,1934,RGB,True,0dda0a27a0188b6f6955f4cf7f535ea3a73c2b66468b11dcd92b788fd91b3c3f,unknown,ext_000441,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1426.png,1426.png,.png,unknown,1284,964,RGB,True,cb7a51003aa6f8706ef689fe6e5810fdfc50bed556105c18faa37e15ec2c8570,unknown,ext_000442,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1340.png,1340.png,.png,unknown,2576,1934,RGB,True,900ae9178b35013281c7bf468bb9597c8bce88f7bfa17dc16a9e07c1f1c18a86,unknown,ext_000443,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/58.png,58.png,.png,unknown,1284,964,RGB,True,da9c3860fa407f34f46074c1d45f82ce7cd479a998e80affcb249616ca83e134,unknown,ext_000444,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1354.png,1354.png,.png,unknown,2576,1934,RGB,True,0fe1954932b49d4b09db8c28e897624dd5c227ff6b851452168e3cd3f9cf0aab,unknown,ext_000445,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/818.png,818.png,.png,unknown,2576,1934,RGB,True,a082bf85f8a500870b9f769dd959e31b5659de065d5ccf99af9c4546114e359d,unknown,ext_000446,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1432.png,1432.png,.png,unknown,1924,1556,RGB,True,6f7a986350ed9e39604d9b0759bc82244029b11398e3492c85681cd1da945ec5,unknown,ext_000447,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/159.png,159.png,.png,unknown,1284,964,RGB,True,0b60e945e7b9cd2e38602ce63a13d3507e5ce6b1bf5234d3dfc5c02628538710,unknown,ext_000448,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/171.png,171.png,.png,unknown,2576,1934,RGB,True,406fdd3c60c0722fd39636067ca9ef1f7750640f5ac98fb446a2691d3a7913d1,unknown,ext_000449,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1383.png,1383.png,.png,unknown,1284,964,RGB,True,0a7710c2a42427a3ce64766ed26531feea2830d3e3124e75fd1ff406a35671b6,unknown,ext_000450,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/617.png,617.png,.png,unknown,2576,1934,RGB,True,fd76c8c7e9df05f39505fc6ad0f23388bf127b4f121d8b47ebb3374002dcfd72,unknown,ext_000451,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/603.png,603.png,.png,unknown,2576,1934,RGB,True,bb5b3fe26528cb05f936869b866d9294ff102e39f273d02c3f896f687b68bade,unknown,ext_000452,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1397.png,1397.png,.png,unknown,1284,964,RGB,True,da0d9406ad391e5f1bfc1e44a764dd83a6c7e6c1b6c659a55fc4695f6408bfa5,unknown,ext_000453,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/165.png,165.png,.png,unknown,1284,964,RGB,True,e4c8168e5c0c057d6a69b90cef5501352f636f6f2e28e02ef56a2df7f7843a4b,unknown,ext_000454,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2477.png,2477.png,.png,unknown,2576,1934,RGB,True,baa5889264bf430c66c4dc258e62f6e4af05b8d9a411e99d64fe96e1d473f70c,unknown,ext_000455,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1618.png,1618.png,.png,unknown,2576,1934,RGB,True,2687ea57940410b7739eef7f433b78353fea87d50b29dcc840eda186463679a7,unknown,ext_000456,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2311.png,2311.png,.png,unknown,2576,1934,RGB,True,f356b4f7f6057d8645ca0d0416384f0392f29de2673333b00e99605193485d50,unknown,ext_000457,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2305.png,2305.png,.png,unknown,1924,1556,RGB,True,ca62afc5bc59e8e673cbedb7041a5a81e2255009fe89f7e6c647aed4adabd1f9,unknown,ext_000458,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/398.png,398.png,.png,unknown,2576,1934,RGB,True,6cc28f9bcdb4a5c9e3573a5080c7aafbbc15e92a4d808679f814fedaa5903b3c,unknown,ext_000459,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2463.png,2463.png,.png,unknown,2576,1934,RGB,True,808aed96fab8910c49159970ca2970dd9b0d0d207561d1c4096c9166591cb1d3,unknown,ext_000460,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1142.png,1142.png,.png,unknown,2576,1934,RGB,True,bda5d3b0604a2ffdb88a3b08fcd99c86064a5e1f4b587219007f02c8f3df6ab2,unknown,ext_000461,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1624.png,1624.png,.png,unknown,1924,1556,RGB,True,f447bbc9c7d0ed623cd147c60d244419fa29707c1f445324941387f6664799cd,unknown,ext_000462,ssl_train
